-9.9 -5.284171415e-14 -0.1570796327
-9.7 -3.046938143e-13 -0.1570796327
-9.5 -1.876357162e-12 -0.1570796327
-9.3 -1.235226006e-11 -0.1570796327
-9.1 -8.695623941e-11 -0.1570796327
-8.9 -6.542150857e-10 -0.1570796327
-8.7 -5.24979795e-09 -0.1570796327
-8.5 -4.474859429e-08 -0.1570796327
-8.3 -4.021657315e-07 -0.1570796327
-8.1 -3.762738262e-06 -0.1570796327
-7.9 -3.587729051e-05 -0.1570796327
-7.7 -0.0003363213893 -0.1570796327
-7.5 -0.002912243366 -0.1570796327
-7.3 -0.020731269 -0.1570796327
-7.1 -0.09438359186 -0.1570796327
-6.9 -0.1513222583 -0.1570796327
-6.7 -0.05494430876 -0.1570796327
-6.5 -0.007238208666 -0.1570796327
-6.3 -0.0004946119717 -0.1570796327
-6.1 -2.047940292e-05 -0.1570796327
-5.9 -5.557120473e-07 -0.1570796327
-5.7 -1.031327861e-08 -0.1570796327
-5.5 -1.337918603e-10 -0.1570796327
-5.3 -1.224437565e-12 -0.1570796327
-5.1 -7.921622825e-15 -0.1570796327
-4.9 -3.618049746e-17 -0.1570796327
-4.7 -1.164015787e-19 -0.1570796327
-4.5 -2.635306166e-22 -0.1570796327
-4.3 -4.208916301e-25 -0.1570796327
-4.1 -4.784286187e-28 -0.1570796327
-3.9 -3.944177956e-31 -0.1570796327
-3.7 -2.439475154e-34 -0.1570796327
-3.5 -1.196851558e-37 -0.1570796327
-3.3 -5.084286425e-41 -0.1570796327
-3.1 -2.136392076e-44 -0.1570796327
-2.9 -1.085466191e-47 -0.1570796327
-2.7 -8.937785602e-51 -0.1570796327
-2.5 -1.857725801e-53 -0.1570796327
-2.3 -1.858231516e-55 -0.1570796327
-2.1 -2.335130603e-56 -0.1570796327
-1.9 -1.563340988e-55 -0.1570796327
-1.7 -4.949665918e-52 -0.1570796327
-1.5 -2.187145857e-44 -0.1570796327
-1.3 -3.335968087e-30 -0.1570796327
-1.1 -4.325389244 -0.1570796327
-0.9 -1.391713691 -0.1570796327
-0.7 -6.209739858e-80 -0.1570796327
-0.5 -3.041846462e-219 -0.1570796327
-0.3 -0 -0.1570796327
-0.1 -3.542259057 -0.1570796327
0.1 -2.074290203 -0.1570796327
0.3 -4.60501558e-236 -0.1570796327
0.5 -0.2375766326 -0.1570796327
0.7 -3.802041661 -0.1570796327
0.9 -1.288419473e-68 -0.1570796327
1.1 -9.517773054e-95 -0.1570796327
1.3 -6.94668816e-107 -0.1570796327
1.5 -2.260617288e-111 -0.1570796327
1.7 -1.268217e-111 -0.1570796327
1.9 -1.793767733e-109 -0.1570796327
2.1 -5.467198962e-106 -0.1570796327
2.3 -9.323503442e-102 -0.1570796327
2.5 -3.699630896e-97 -0.1570796327
2.7 -1.737497477e-92 -0.1570796327
2.9 -7.420641854e-88 -0.1570796327
3.1 -2.636380493e-83 -0.1570796327
3.3 -6.348480943e-79 -0.1570796327
3.5 -9.725673208e-75 -0.1570796327
3.7 -9.850901079e-71 -0.1570796327
3.9 -6.313461674e-67 -0.1570796327
4.1 -2.557177053e-63 -0.1570796327
4.3 -6.831896205e-60 -0.1570796327
4.5 -1.211575489e-56 -0.1570796327
4.7 -1.452030575e-53 -0.1570796327
4.9 -1.215090994e-50 -0.1570796327
5.1 -7.238606575e-48 -0.1570796327
5.3 -3.136599164e-45 -0.1570796327
5.5 -1.013455834e-42 -0.1570796327
5.7 -2.491803027e-40 -0.1570796327
5.9 -4.756400346e-38 -0.1570796327
6.1 -7.190087033e-36 -0.1570796327
6.3 -8.765488807e-34 -0.1570796327
6.5 -8.769956821e-32 -0.1570796327
6.7 -7.323166623e-30 -0.1570796327
6.9 -5.186238308e-28 -0.1570796327
7.1 -3.163934865e-26 -0.1570796327
7.3 -1.688316026e-24 -0.1570796327
7.5 -8.000425855e-23 -0.1570796327
7.7 -3.418728941e-21 -0.1570796327
7.9 -1.338441176e-19 -0.1570796327
8.1 -4.8825987e-18 -0.1570796327
8.3 -1.690831749e-16 -0.1570796327
8.5 -5.678578759e-15 -0.1570796327
8.7 -1.898128801e-13 -0.1570796327
8.9 -6.529332919e-12 -0.1570796327
9.1 -2.421206576e-10 -0.1570796327
9.3 -1.039102568e-08 -0.1570796327
9.5 -5.845432431e-07 -0.1570796327
9.7 -5.67884472e-05 -0.1570796327
9.9 -0.0329863991 -0.1570796327
