 #Retarded Green's function for parameter set number           1 start.
     1     1               -1.000000000000               -1.403519761643               -0.000271647202
     1     1               -0.998000000000               -1.408978288222               -0.000274212095
     1     1               -0.996000000000               -1.414488509858               -0.000276816851
     1     1               -0.994000000000               -1.420051232420               -0.000279462335
     1     1               -0.992000000000               -1.425667279290               -0.000282149434
     1     1               -0.990000000000               -1.431337491857               -0.000284879060
     1     1               -0.988000000000               -1.437062730016               -0.000287652153
     1     1               -0.986000000000               -1.442843872695               -0.000290469677
     1     1               -0.984000000000               -1.448681818393               -0.000293332624
     1     1               -0.982000000000               -1.454577485743               -0.000296242016
     1     1               -0.980000000000               -1.460531814086               -0.000299198903
     1     1               -0.978000000000               -1.466545764073               -0.000302204365
     1     1               -0.976000000000               -1.472620318285               -0.000305259515
     1     1               -0.974000000000               -1.478756481876               -0.000308365499
     1     1               -0.972000000000               -1.484955283240               -0.000311523494
     1     1               -0.970000000000               -1.491217774696               -0.000314734715
     1     1               -0.968000000000               -1.497545033208               -0.000318000413
     1     1               -0.966000000000               -1.503938161123               -0.000321321876
     1     1               -0.964000000000               -1.510398286941               -0.000324700430
     1     1               -0.962000000000               -1.516926566109               -0.000328137445
     1     1               -0.960000000000               -1.523524181849               -0.000331634329
     1     1               -0.958000000000               -1.530192346018               -0.000335192536
     1     1               -0.956000000000               -1.536932299992               -0.000338813565
     1     1               -0.954000000000               -1.543745315596               -0.000342498963
     1     1               -0.952000000000               -1.550632696058               -0.000346250324
     1     1               -0.950000000000               -1.557595777009               -0.000350069293
     1     1               -0.948000000000               -1.564635927515               -0.000353957570
     1     1               -0.946000000000               -1.571754551156               -0.000357916907
     1     1               -0.944000000000               -1.578953087140               -0.000361949114
     1     1               -0.942000000000               -1.586233011467               -0.000366056061
     1     1               -0.940000000000               -1.593595838140               -0.000370239679
     1     1               -0.938000000000               -1.601043120418               -0.000374501963
     1     1               -0.936000000000               -1.608576452129               -0.000378844975
     1     1               -0.934000000000               -1.616197469028               -0.000383270846
     1     1               -0.932000000000               -1.623907850220               -0.000387781781
     1     1               -0.930000000000               -1.631709319631               -0.000392380059
     1     1               -0.928000000000               -1.639603647553               -0.000397068036
     1     1               -0.926000000000               -1.647592652244               -0.000401848153
     1     1               -0.924000000000               -1.655678201600               -0.000406722935
     1     1               -0.922000000000               -1.663862214901               -0.000411694995
     1     1               -0.920000000000               -1.672146664625               -0.000416767041
     1     1               -0.918000000000               -1.680533578350               -0.000421941876
     1     1               -0.916000000000               -1.689025040735               -0.000427222405
     1     1               -0.914000000000               -1.697623195582               -0.000432611638
     1     1               -0.912000000000               -1.706330248006               -0.000438112697
     1     1               -0.910000000000               -1.715148466684               -0.000443728818
     1     1               -0.908000000000               -1.724080186220               -0.000449463358
     1     1               -0.906000000000               -1.733127809611               -0.000455319801
     1     1               -0.904000000000               -1.742293810826               -0.000461301761
     1     1               -0.902000000000               -1.751580737509               -0.000467412992
     1     1               -0.900000000000               -1.760991213808               -0.000473657391
     1     1               -0.898000000000               -1.770527943332               -0.000480039009
     1     1               -0.896000000000               -1.780193712255               -0.000486562053
     1     1               -0.894000000000               -1.789991392568               -0.000493230899
     1     1               -0.892000000000               -1.799923945486               -0.000500050095
     1     1               -0.890000000000               -1.809994425024               -0.000507024373
     1     1               -0.888000000000               -1.820205981751               -0.000514158659
     1     1               -0.886000000000               -1.830561866728               -0.000521458079
     1     1               -0.884000000000               -1.841065435642               -0.000528927970
     1     1               -0.882000000000               -1.851720153160               -0.000536573894
     1     1               -0.880000000000               -1.862529597494               -0.000544401647
     1     1               -0.878000000000               -1.873497465210               -0.000552417271
     1     1               -0.876000000000               -1.884627576283               -0.000560627067
     1     1               -0.874000000000               -1.895923879428               -0.000569037609
     1     1               -0.872000000000               -1.907390457699               -0.000577655760
     1     1               -0.870000000000               -1.919031534408               -0.000586488685
     1     1               -0.868000000000               -1.930851479350               -0.000595543871
     1     1               -0.866000000000               -1.942854815381               -0.000604829140
     1     1               -0.864000000000               -1.955046225352               -0.000614352673
     1     1               -0.862000000000               -1.967430559440               -0.000624123025
     1     1               -0.860000000000               -1.980012842889               -0.000634149151
     1     1               -0.858000000000               -1.992798284194               -0.000644440425
     1     1               -0.856000000000               -2.005792283763               -0.000655006669
     1     1               -0.854000000000               -2.019000443082               -0.000665858174
     1     1               -0.852000000000               -2.032428574423               -0.000677005732
     1     1               -0.850000000000               -2.046082711137               -0.000688460663
     1     1               -0.848000000000               -2.059969118562               -0.000700234852
     1     1               -0.846000000000               -2.074094305606               -0.000712340778
     1     1               -0.844000000000               -2.088465037043               -0.000724791554
     1     1               -0.842000000000               -2.103088346583               -0.000737600968
     1     1               -0.840000000000               -2.117971550768               -0.000750783523
     1     1               -0.838000000000               -2.133122263762               -0.000764354486
     1     1               -0.836000000000               -2.148548413101               -0.000778329935
     1     1               -0.834000000000               -2.164258256479               -0.000792726818
     1     1               -0.832000000000               -2.180260399653               -0.000807563004
     1     1               -0.830000000000               -2.196563815559               -0.000822857352
     1     1               -0.828000000000               -2.213177864731               -0.000838629776
     1     1               -0.826000000000               -2.230112317134               -0.000854901317
     1     1               -0.824000000000               -2.247377375538               -0.000871694228
     1     1               -0.822000000000               -2.264983700544               -0.000889032055
     1     1               -0.820000000000               -2.282942437423               -0.000906939735
     1     1               -0.818000000000               -2.301265244920               -0.000925443697
     1     1               -0.816000000000               -2.319964326190               -0.000944571972
     1     1               -0.814000000000               -2.339052462067               -0.000964354319
     1     1               -0.812000000000               -2.358543046878               -0.000984822351
